,,,purchased_price,produced_price
Upper West,Kapla,American Tin (Olonka),10.0,
Upper West,Kapla,Bowl,18.0,
Upper West,Kapla,Fingers,1.6964285714285714,
Upper West,Kapla,Heap,1.0,
Upper West,Kapla,Kilogram,10.0,
Upper West,Kapla,Margarin tin,5.0,
Upper West,Kapla,Packet,78.0,
Upper West,Kapla,Piece,1.125,
Upper West,Kapla,Pound,3.0,
Upper West,Kapla,Rolls,1.0,
Upper West,Kapla,Single,2.0,
Upper West,Lime,Piece,0.2857142857142857,
Upper West,Lime,Single,0.5,
Upper West,Macaroni,Packet,2.0,
Upper West,Macaroni,Satchet,2.0,
Upper West,Mackerel (processed),Single,2.5,
Upper West,Mackerel (processed),Tin,3.0,
Upper West,Maize (cob),American Tin (Olonka),,4.0
Upper West,Maize (cob),Bowl,,3.0
Upper West,Maize (cob),Single,,0.8
Upper West,Maize (flour/dough),American Tin (Olonka),,5.0
Upper West,Maize (flour/dough),Balls,1.0,1.5
Upper West,Maize (flour/dough),Bowl,5.0,3.0
Upper West,Maize (flour/dough),Heap,1.5,
Upper West,Maize (grain),American Tin (Olonka),3.0,
Upper West,Maize (grain),Bowl,3.0,
Upper West,Malt Drinks (bottle),Bar,3.0,
Upper West,Malt Drinks (bottle),Beer bottle,3.0,
Upper West,Malt Drinks (bottle),Box/Carton,60.0,
Upper West,Malt Drinks (bottle),Crate,26.1,
Upper West,Malt Drinks (bottle),Dozen,20.0,
Upper West,Malt Drinks (bottle),Fanta bottle,2.5,
Upper West,Malt Drinks (bottle),Litres,0.02878787878787879,
Upper West,Malt Drinks (bottle),Millilitre,0.01,
Upper West,Malt Drinks (bottle),Other unit,3.0,
Upper West,Malt Drinks (bottle),Single,3.0,
Upper West,Malt Drinks (bottle),Tin,2.5,
Upper West,Malt Drinks (canned),Beer bottle,2.5,
Upper West,Malt Drinks (canned),Dozen,20.0,
Upper West,Malt Drinks (canned),Fanta bottle,3.25,
Upper West,Malt Drinks (canned),Litres,1.0045454545454546,
Upper West,Malt Drinks (canned),Millilitre,0.11666666666666667,
Upper West,Malt Drinks (canned),Single,3.0,
Upper West,Malt Drinks (canned),Tin,2.5,
Upper West,Mango,Heap,1.0,0.5
Upper West,Mango,Piece,0.5,
Upper West,Mango,Single,1.0,0.2
Upper West,Margarine,Balls,0.2,
Upper West,Margarine,Bowl,5.0,
Upper West,Margarine,Fanta bottle,2.0,
Upper West,Margarine,Heap,3.0,
Upper West,Margarine,Litres,5.0,
Upper West,Margarine,Margarin tin,3.0,
Upper West,Margarine,Satchet,1.0,
Upper West,Margarine,Single,4.0,
Upper West,Margarine,Tin,3.0,
Upper West,Milk (evaporated),Bowl,4.0,
Upper West,Milk (evaporated),Piece,2.3333333333333335,
Upper West,Milk (evaporated),Satchet,2.5,
Upper West,Milk (evaporated),Single,2.5,
Upper West,Milk (evaporated),Tin,2.5,
Upper West,Milk (fresh),Beer bottle,1.5,1.0
Upper West,Milk (fresh),Bowl,2.8,
Upper West,Milk (fresh),Box/Carton,1.0,
Upper West,Milk (fresh),Fanta bottle,1.0,
Upper West,Milk (fresh),Heap,1.0,
Upper West,Milk (fresh),Litres,1.0,1.0
Upper West,Milk (fresh),Satchet,1.0,
Upper West,Milk (fresh),Tin,2.0,
Upper West,Milk (powdered),Other unit,0.5,
Upper West,Milk (powdered),Packet,5.0,
Upper West,Milk (powdered),Piece,1.0,
Upper West,Milk (powdered),Satchet,1.0,
Upper West,Milk (powdered),Single,12.0,
Upper West,Milk (powdered),Tin,17.0,
Upper West,"Milk (tinned, condensed)",Single,7.0,
Upper West,"Milk (tinned, condensed)",Tin,7.0,
Upper West,Millet,American Tin (Olonka),,4.0
Upper West,Millet,Bowl,4.0,4.0
Upper West,Millet (flour),American Tin (Olonka),3.0,5.0
Upper West,Millet (flour),Bowl,4.0,4.0
Upper West,Oil (coconut),Balls,,0.5
Upper West,Oil (coconut),Fanta bottle,2.0,
Upper West,Oil (groundnut),Beer bottle,4.75,1.75
Upper West,Oil (groundnut),Bowl,,1.5
Upper West,Oil (groundnut),Fanta bottle,4.0,3.75
Upper West,Oil (groundnut),Heap,1.0,
Upper West,Oil (groundnut),Litres,6.0,3.5
Upper West,Oil (groundnut),Other unit,1.0,
Upper West,Oil (groundnut),Satchet,2.5,
Upper West,Oil (groundnut),Tin,1.0,
Upper West,Oil (palm kernel),Beer bottle,4.0,
Upper West,Oil (palm kernel),Fanta bottle,4.0,
Upper West,Oil (palm kernel),Heap,1.0,
Upper West,Oil (palm kernel),Litres,2.5,
Upper West,Oil (palm),Beer bottle,4.0,
Upper West,Oil (palm),Fanta bottle,2.0,8.0
Upper West,Oil (palm),Heap,0.5833333333333334,
Upper West,Oil (palm),Litres,3.5,
Upper West,Oil (palm),Millilitre,0.006060606060606061,
Upper West,Oil (palm),Other unit,5.5,
Upper West,Oil (palm),Rolls,1.0,
Upper West,Oil (palm),Satchet,1.5,
Upper West,Oil (palm),Tin,2.0,
Upper West,Oil (vegetable),Balls,0.2,
Upper West,Oil (vegetable),Beer bottle,5.0,
Upper West,Oil (vegetable),Bowl,6.0,
Upper West,Oil (vegetable),Fanta bottle,2.5,
Upper West,Oil (vegetable),Heap,1.0,
Upper West,Oil (vegetable),Kilogram,0.04,
Upper West,Oil (vegetable),Litres,8.0,
Upper West,Oil (vegetable),Loaf,2.0,
Upper West,Oil (vegetable),Margarin tin,3.1,
Upper West,Oil (vegetable),Millilitre,0.009045454545454546,
Upper West,Oil (vegetable),Other unit,2.0,
Upper West,Oil (vegetable),Packet,2.0,
Upper West,Oil (vegetable),Piece,2.0,
Upper West,Oil (vegetable),Satchet,2.75,
Upper West,Oil (vegetable),Single,12.0,
Upper West,Okra,American Tin (Olonka),10.0,
Upper West,Okra,Balls,1.0,
Upper West,Okra,Beer bottle,1.0,
Upper West,Okra,Bowl,10.0,10.0
Upper West,Okra,Bunch,2.0,
Upper West,Okra,Bundle,1.0,
Upper West,Okra,Heap,1.0,1.0
Upper West,Okra,Other unit,0.5,
Upper West,Okra,Rolls,1.0,
Upper West,Okra,Satchet,1.0,
Upper West,Okra,Set,2.0,
Upper West,Okra,Single,1.0,
Upper West,Okra,Tubers,1.0,
Upper West,Onion,American Tin (Olonka),15.5,
Upper West,Onion,Balls,0.14583333333333331,
Upper West,Onion,Basket,9.5,
Upper West,Onion,Bowl,6.0,
Upper West,Onion,Bundle,0.2,
Upper West,Onion,Heap,1.0,1.0
Upper West,Onion,Other unit,1.0,
Upper West,Onion,Piece,0.41666666666666663,
Upper West,Onion,Rolls,1.0,
Upper West,Onion,Satchet,1.0,
Upper West,Onion,Set,1.0,
Upper West,Onion,Single,0.3333333333333333,0.5
Upper West,Orange,Balls,0.45,
Upper West,Orange,Heap,1.0,
Upper West,Orange,Piece,0.3333333333333333,
Upper West,Orange,Single,0.5,
Upper West,Other Alchoholic Beverage,Beer bottle,,6.0
Upper West,Other Alchoholic Beverage,Litres,,1.0
Upper West,Other Alchoholic Beverage,Other unit,,3.0
Upper West,Other Alchoholic Beverage,Pot,,1.0
Upper West,Other Beverage,Heap,0.2,
Upper West,Other Beverage,Litres,,1.0
Upper West,Other Beverage,Other unit,,3.0
Upper West,Other Beverage,Packet,1.0,
Upper West,Other Beverage,Pot,,3.0
Upper West,Other Beverage,Rolls,0.2,
Upper West,Other Beverage,Satchet,0.8,
Upper West,Other Beverage,Single,0.5,
Upper West,Other Domestic Poultry,Pound,,30.0
Upper West,Other Domestic Poultry,Single,,20.0
Upper West,Other Fish,1000 kg /metric tonnes/tonnes,10.0,
Upper West,Other Fish,American Tin (Olonka),25.0,
Upper West,Other Fish,Bowl,12.0,
Upper West,Other Fish,Heap,1.0,5.0
Upper West,Other Fish,Kilogram,10.0,8.0
Upper West,Other Fish,Margarin tin,2.0,
Upper West,Other Fish,Other unit,1.0,
Upper West,Other Fish,Pound,1.0,
Upper West,Other Fish,Rolls,1.0,
Upper West,Other Fish,Satchet,1.0,
Upper West,Other Fish,Set,5.0,
Upper West,Other Fish,Single,1.0,7.0
Upper West,Other Fish,Tin,1.8333333333333335,
Upper West,Other Flours,American Tin (Olonka),,7.0
Upper West,Other Flours,Bowl,,6.0
Upper West,Other Fruits,Bowl,4.0,1.5
Upper West,Other Fruits,Heap,0.5,0.5
Upper West,Other Fruits,Single,0.2,1.0
Upper West,Other Grains,American Tin (Olonka),,8.0
Upper West,Other Grains,Bowl,,5.0
Upper West,Other Leafy Vegetable,Bowl,,1.5
Upper West,Other Leafy Vegetable,Bundle,,1.0
Upper West,Other Leafy Vegetable,Heap,,1.0
Upper West,Other Meat,Heap,2.5,
Upper West,Other Meat,Kilogram,,5.0
Upper West,Other Meat,Piece,1.0,
Upper West,Other Meat,Rolls,5.0,
Upper West,Other Meat,Single,11.25,20.0
Upper West,Other Nut/Seed,Bowl,,11.0
Upper West,Other Oils,Balls,1.0,0.75
Upper West,Other Oils,Beer bottle,1.6666666666666667,
Upper West,Other Oils,Fanta bottle,2.0,6.25
Upper West,Other Oils,Litres,4.2,12.0
Upper West,Other Oils,Satchet,2.0,
Upper West,Other Oils,Single,2.5,
Upper West,Other Pulses,Bowl,,6.0
Upper West,Other Pulses,Heap,,4.5
Upper West,Other Spices,Balls,0.65,
Upper West,Other Spices,Heap,1.0,
Upper West,Other Spices,Other unit,0.5,
Upper West,Other Spices,Piece,1.0,
Upper West,Other Spices,Satchet,1.0,
Upper West,Other Spices,Single,0.16666666666666666,
Upper West,Other Spirits,Satchet,0.5,
Upper West,Other Spirits,Single,0.5,
Upper West,Other Tobacco,Box/Carton,4.0,
Upper West,Other Tobacco,Heap,4.0,
Upper West,Other Tobacco,Satchet,1.0,
Upper West,Other Tobacco,Single,0.5,
Upper West,Other Tubers ,Heap,5.0,
Upper West,Other Tubers ,Tubers,,8.0
Upper West,Other Vegetable,American Tin (Olonka),4.25,
Upper West,Other Vegetable,Balls,2.75,
Upper West,Other Vegetable,Basket,0.5,
Upper West,Other Vegetable,Bowl,10.0,1.0
Upper West,Other Vegetable,Bunch,0.5,
Upper West,Other Vegetable,Bundle,1.0,1.0
Upper West,Other Vegetable,Heap,1.0,1.0
Upper West,Other Vegetable,Margarin tin,7.5,
Upper West,Other Vegetable,Satchet,1.0,
Upper West,Other Vegetable,Single,4.0,
Upper West,Palm Nut,American Tin (Olonka),8.0,
Upper West,Palm Nut,Bowl,6.0,
Upper West,Palm Nut,Heap,2.75,
Upper West,Palm Nut,Other unit,3.0,
Upper West,Pawpaw,Piece,2.6666666666666665,
Upper West,Pawpaw,Single,2.5,1.0
Upper West,"Pepper (dried, red)",American Tin (Olonka),11.0,
Upper West,"Pepper (dried, red)",Beer bottle,1.0,
Upper West,"Pepper (dried, red)",Bowl,7.0,
Upper West,"Pepper (dried, red)",Heap,1.0,
Upper West,"Pepper (dried, red)",Margarin tin,1.0,
Upper West,"Pepper (dried, red)",Other unit,1.0,
Upper West,"Pepper (dried, red)",Packet,1.0,
Upper West,"Pepper (dried, red)",Rolls,1.0,
Upper West,"Pepper (dried, red)",Satchet,1.0,
Upper West,"Pepper (dried, red)",Set,1.0,
Upper West,"Pepper (dried, red)",Single,1.0,
Upper West,"Pepper (dried, red)",Tin,1.0,
Upper West,Pepper (fresh),American Tin (Olonka),10.0,
Upper West,Pepper (fresh),Balls,1.0,
Upper West,Pepper (fresh),Beer bottle,1.5,
Upper West,Pepper (fresh),Bowl,10.0,8.0
Upper West,Pepper (fresh),Heap,1.0,1.0
Upper West,Pepper (fresh),Margarin tin,,3.0
Upper West,Pepper (fresh),Other unit,1.0,
Upper West,Pepper (fresh),Rolls,1.0,
Upper West,Pepper (fresh),Satchet,1.0,
Upper West,Pepper (fresh),Set,1.0,
Upper West,Pepper (fresh),Single,1.0,
Upper West,Pepper (powder),American Tin (Olonka),32.0,
Upper West,Pepper (powder),Balls,1.0,
Upper West,Pepper (powder),Bowl,10.0,
Upper West,Pepper (powder),Heap,1.0,
Upper West,Pepper (powder),Margarin tin,8.0,
Upper West,Pepper (powder),Other unit,0.5,
Upper West,Pepper (powder),Rolls,1.0,
Upper West,Pepper (powder),Satchet,0.5,
Upper West,Pineapple,Piece,5.5,
Upper West,Pineapple,Single,6.5,
Upper West,Plantain,Bunch,13.5,8.0
Upper West,Plantain,Fingers,1.0,
Upper West,Plantain,Heap,5.0,
Upper West,Plantain,Other unit,1.0,
Upper West,Plantain,Tubers,1.6666666666666667,
Upper West,Pork,Heap,5.0,15.0
Upper West,Pork,Piece,1.0,
Upper West,Pork,Plate (food),5.0,
Upper West,Pork,Pound,7.0,150.0
Upper West,Pork,Rolls,2.5,
Upper West,Pork,Satchet,2.5,
Upper West,Pork,Set,5.0,
Upper West,Pork,Single,27.5,175.0
Upper West,Pork (shoulder),Piece,20.0,
Upper West,Pork (shoulder),Pound,35.0,
Upper West,Potato ,Fingers,3.0,
Upper West,Potato ,Heap,2.0,
Upper West,Potato ,Tubers,0.2,
Upper West,Rice (imported),American Tin (Olonka),11.5,
Upper West,Rice (imported),Bowl,10.0,
Upper West,Rice (imported),Kilogram,7.0,
Upper West,Rice (imported),Margarin tin,5.300000000000001,
Upper West,Rice (imported),Maxi bag,152.5,
Upper West,Rice (imported),Single,30.0,
Upper West,Rice (local),American Tin (Olonka),10.0,6.0
Upper West,Rice (local),Bowl,7.0,4.0
Upper West,Rice (local),Margarin tin,2.0,1.0
Upper West,Salmon (smoked),Fingers,2.0,
Upper West,Salmon (smoked),Heap,5.0,
Upper West,Salmon (smoked),Kilogram,10.0,
Upper West,Salmon (smoked),Piece,2.0,
Upper West,Salmon (smoked),Pound,7.0,
Upper West,Salmon (smoked),Single,3.416666666666667,
Upper West,Salt,American Tin (Olonka),7.0,
Upper West,Salt,Balls,0.75,
Upper West,Salt,Bowl,5.0,
Upper West,Salt,Bunch,1.0,
Upper West,Salt,Crate,0.125,
Upper West,Salt,Fingers,0.2,
Upper West,Salt,Heap,1.0,
Upper West,Salt,Kilogram,1.0,
Upper West,Salt,Loaf,2.0,
Upper West,Salt,Margarin tin,1.0,
Upper West,Salt,Other unit,1.0,
Upper West,Salt,Packet,1.5,
Upper West,Salt,Piece,1.0,
Upper West,Salt,Pound,1.5,
Upper West,Salt,Rolls,1.0,
Upper West,Salt,Satchet,1.0,
Upper West,Salt,Set,1.5,
Upper West,Salt,Single,1.0,
Upper West,Salt,Tin,1.0,
Upper West,Shallot,Bunch,0.2,
Upper West,Shallot,Fingers,2.0,
Upper West,Shallot,Heap,1.0,
Upper West,Shallot,Rolls,1.0,
Upper West,Shallot,Satchet,0.5,
Upper West,Shea Butter,Balls,0.5,1.0
Upper West,Shea Butter,Beer bottle,2.0,
Upper West,Shea Butter,Bowl,5.5,5.0
Upper West,Shea Butter,Fanta bottle,2.0,
Upper West,Shea Butter,Heap,1.0,
Upper West,Shea Butter,Piece,0.2,
Upper West,Shea Butter,Rolls,0.6,
Upper West,Shea Butter,Satchet,2.5,
Upper West,Shea Butter,Single,0.3333333333333333,
Upper West,Shrimp,Box/Carton,1.0,
Upper West,Snail,Heap,1.0,
Upper West,Soft Drinks,Crate,17.5,
Upper West,Soft Drinks,Fanta bottle,2.0,
Upper West,Soft Drinks,Litres,0.007575757575757576,
Upper West,Soft Drinks,Millilitre,0.005,
Upper West,Soft Drinks,Other unit,0.5,
Upper West,Soft Drinks,Packet,9.5,
Upper West,Soft Drinks,Rolls,0.2,
Upper West,Soft Drinks,Satchet,7.0,
Upper West,Soft Drinks,Single,2.25,
Upper West,Soybean,American Tin (Olonka),,4.25
Upper West,Soybean,Bowl,,5.0
Upper West,Soybean,Margarin tin,,2.0
Upper West,Spaghetti,Packet,1.0,
Upper West,Spaghetti,Satchet,3.0,
Upper West,Spaghetti,Single,2.5,
Upper West,Spinach,Heap,,1.0
Upper West,Sugar (cubed),Balls,20.0,
Upper West,Sugar (cubed),Bowl,12.0,
Upper West,Sugar (cubed),Box/Carton,7.0,
Upper West,Sugar (cubed),Heap,1.0,
Upper West,Sugar (cubed),Margarin tin,4.0,
Upper West,Sugar (cubed),Packet,5.0,
Upper West,Sugar (cubed),Rolls,0.2,
Upper West,Sugar (cubed),Satchet,2.0,
Upper West,Sugar (cubed),Tin,0.5,
Upper West,Sugar (granulated),American Tin (Olonka),11.5,
Upper West,Sugar (granulated),Balls,0.6,
Upper West,Sugar (granulated),Basket,0.5,
Upper West,Sugar (granulated),Bowl,12.0,
Upper West,Sugar (granulated),Heap,0.5,
Upper West,Sugar (granulated),Litres,1.0,
Upper West,Sugar (granulated),Loaf,3.0,
Upper West,Sugar (granulated),Margarin tin,2.5,
Upper West,Sugar (granulated),Other unit,0.5,
Upper West,Sugar (granulated),Packet,0.5,
Upper West,Sugar (granulated),Piece,0.1,
Upper West,Sugar (granulated),Rolls,0.5,
Upper West,Sugar (granulated),Satchet,0.5,
Upper West,Sugar (granulated),Set,0.5,
Upper West,Sugar (granulated),Single,1.0,
Upper West,Sugar (granulated),Tin,1.5,
Upper West,Sweet Pepper,Heap,1.5,
Upper West,Sweet Pepper,Piece,1.0,
Upper West,Sweet Potato ,Bowl,,5.0
Upper West,Sweet Potato ,Tubers,,5.0
Upper West,Tea bag,Balls,0.15000000000000002,
Upper West,Tea bag,Basket,1.0,
Upper West,Tea bag,Box/Carton,10.0,
Upper West,Tea bag,Heap,0.2,
Upper West,Tea bag,Maxi bag,0.1,
Upper West,Tea bag,Millilitre,0.2,
Upper West,Tea bag,Other unit,0.18333333333333335,
Upper West,Tea bag,Packet,4.0,
Upper West,Tea bag,Piece,0.1,
Upper West,Tea bag,Pot,0.25,
Upper West,Tea bag,Rolls,0.2,
Upper West,Tea bag,Satchet,0.2,
Upper West,Tea bag,Single,0.2,
Upper West,Tilapia,Heap,2.0,
Upper West,Tilapia,Kilogram,12.5,
Upper West,Tilapia,Piece,0.6296296296296297,
Upper West,Tilapia,Single,2.5,
Upper West,Tobacco,Heap,1.0,
Upper West,Tobacco,Rolls,1.0,
Upper West,Tobacco,Satchet,1.0,
Upper West,Tobacco,Tin,1.0,
Upper West,Tomato (fresh),American Tin (Olonka),10.0,
Upper West,Tomato (fresh),Basket,9.0,
Upper West,Tomato (fresh),Beer bottle,2.0,
Upper West,Tomato (fresh),Bowl,5.0,1.5
Upper West,Tomato (fresh),Bucket,20.0,
Upper West,Tomato (fresh),Bundle,1.0,
Upper West,Tomato (fresh),Heap,1.0,1.0
Upper West,Tomato (fresh),Margarin tin,5.0,
Upper West,Tomato (fresh),Other unit,25.0,
Upper West,Tomato (fresh),Piece,0.13333333333333333,
Upper West,Tomato (fresh),Rolls,1.0,
Upper West,Tomato (fresh),Satchet,1.0,
Upper West,Tomato (fresh),Set,2.0,
Upper West,Tomato (fresh),Single,1.5,
Upper West,Tomato (fresh),Tin,2.0,
Upper West,Tomato (paste),Beer bottle,2.5,
Upper West,Tomato (paste),Box/Carton,60.0,
Upper West,Tomato (paste),Bunch,0.8,
Upper West,Tomato (paste),Heap,2.0,
Upper West,Tomato (paste),Kilogram,2.0,
Upper West,Tomato (paste),Other unit,1.5,
Upper West,Tomato (paste),Packet,0.7,
Upper West,Tomato (paste),Piece,1.0,
Upper West,Tomato (paste),Satchet,0.7000000000000001,
Upper West,Tomato (paste),Set,2.3333333333333335,
Upper West,Tomato (paste),Single,2.0,
Upper West,Tomato (paste),Tin,2.0,
Upper West,Tuna (processed),Single,3.5,
Upper West,Tuna (processed),Tin,2.0,
Upper West,Vinegar,Balls,0.5,
Upper West,Vinegar,Heap,1.0,
Upper West,Water,Balls,0.2,
Upper West,Water,Box/Carton,20.0,
Upper West,Water,Fingers,1.0,
Upper West,Water,Heap,0.2,
Upper West,Water,Litres,1.75,
Upper West,Water,Maxi bag,3.0,
Upper West,Water,Millilitre,0.0004,
Upper West,Water,Mini bag,3.0,
Upper West,Water,Other unit,3.0,
Upper West,Water,Packet,3.0,
Upper West,Water,Piece,2.05,
Upper West,Water,Satchet,0.2,
Upper West,Water,Single,0.2,
Upper West,Water Yam,Tubers,2.916666666666667,
Upper West,Watermelon,Balls,3.5,
Upper West,Watermelon,Other unit,1.0,
Upper West,Watermelon,Piece,2.0,
Upper West,Watermelon,Single,3.0,5.0
Upper West,Wheat Flour,Bowl,20.0,
Upper West,Wheat Flour,Margarin tin,10.0,
Upper West,Whisky,Satchet,0.5,
Upper West,White Oats,Packet,5.0,
Upper West,White Oats,Satchet,5.0,
Upper West,Wine,Litres,1.5,
Upper West,Wine,Other unit,1.7,
Upper West,Wine,Satchet,0.5,
Upper West,Wine,Single,15.0,
Upper West,Yam,Fingers,2.5,
Upper West,Yam,Heap,10.0,
Upper West,Yam,Piece,3.3333333333333335,
Upper West,Yam,Satchet,3.3333333333333335,
Upper West,Yam,Single,5.5,
Upper West,Yam,Tubers,3.3333333333333335,3.0
Upper West,Yoghurt,Satchet,1.2,
Upper West,Yoghurt,Single,0.65,
Volta,Agushie Seed,American Tin (Olonka),6.0,
Volta,Agushie Seed,Balls,0.5,
Volta,Agushie Seed,Bowl,8.0,
Volta,Agushie Seed,Bunch,10.0,
Volta,Agushie Seed,Heap,0.75,
Volta,Agushie Seed,Margarin tin,4.0,
Volta,Agushie Seed,Piece,0.5,
Volta,Agushie Seed,Satchet,0.5,
Volta,Agushie Seed,Single,1.0,
Volta,Akpeteshie,Beer bottle,8.0,
Volta,Akpeteshie,Bundle,1.0,
Volta,Akpeteshie,Fanta bottle,4.0,
Volta,Akpeteshie,Gram,1.0,
Volta,Akpeteshie,Litres,5.277777777777778,
Volta,Akpeteshie,Loaf,10.0,
Volta,Akpeteshie,Millilitre,0.1,
Volta,Akpeteshie,Other unit,16.5,
Volta,Akpeteshie,Piece,1.0,
Volta,Akpeteshie,Satchet,0.5,
Volta,Akpeteshie,Single,1.0,
Volta,Akpeteshie,Tin,1.0,
Volta,Akpeteshie,Tot (25mls),0.5,
Volta,Apple,Balls,1.0,
Volta,Apple,Piece,1.6666666666666667,
Volta,Apple,Single,1.0,
Volta,Avocado,Balls,1.0,
Volta,Avocado,Heap,7.5,1.5
Volta,Avocado,Piece,2.0,
Volta,Avocado,Single,1.0,0.5
Volta,Bambara Bean,Bowl,,1.5
Volta,Bambara Bean,Single,,1.0
Volta,Banana,Bunch,3.5,2.25
Volta,Banana,Fingers,0.25,1.0
Volta,Banana,Heap,2.0,
Volta,Banana,Other unit,4.0,4.0
Volta,Banana,Piece,0.25,
Volta,Banana,Single,0.25,0.23749999701976776
Volta,Beef,Heap,5.0,
Volta,Beef,Kilogram,9.0,20.0
Volta,Beef,Other unit,16.0,
Volta,Beef,Piece,4.0,
Volta,Beef,Pound,10.0,
Volta,Beef,Satchet,5.0,
Volta,Beef,Single,2.0,
Volta,Beef (corned),Piece,3.0,
Volta,Beef (corned),Single,5.0,
Volta,Beef (corned),Tin,5.5,
Volta,Beef (face),Kilogram,12.0,
Volta,Beef (face),Pound,6.5,
Volta,Beef (leg),Heap,8.0,
Volta,Beef (leg),Kilogram,8.5,
Volta,Beef (leg),Piece,8.333333333333334,
Volta,Beef (leg),Pound,10.0,
Volta,Beef (leg),Single,10.0,
Volta,Beef (offal),Bowl,5.0,
Volta,Beef (offal),Bundle,5.0,
Volta,Beef (offal),Heap,5.0,
Volta,Beef (offal),Kilogram,10.0,
Volta,Beef (offal),Piece,5.0,
Volta,Beef (offal),Pound,6.0,
Volta,Beef (steak),Heap,5.0,
Volta,Beef (steak),Other unit,5.25,
Volta,Beef (steak),Piece,10.0,
Volta,Beef (steak),Pound,10.0,
Volta,Beer,Beer bottle,5.0,
Volta,Beer,Bowl,1.0,
Volta,Beer,Crate,45.0,
Volta,Beer,Fanta bottle,2.5,
Volta,Beer,Heap,1.0,
Volta,Beer,Litres,1.0,
Volta,Beer,Millilitre,4.0,
Volta,Beer,Other unit,2.0,
Volta,Beer,Single,5.0,
Volta,Beer,Visit,1.0,
Volta,Biscuit,Packet,1.0,
Volta,Biscuit,Piece,1.0,
Volta,Biscuit,Satchet,1.0,
Volta,Biscuit,Single,1.0,
Volta,Bitters,Beer bottle,4.0,
Volta,Bitters,Fanta bottle,4.0,
Volta,Bitters,Gram,0.1,
Volta,Bitters,Litres,8.0,
Volta,Bitters,Millilitre,0.35714285714285715,
Volta,Bitters,Other unit,0.5,
Volta,Bitters,Packet,4.0,
Volta,Bitters,Piece,0.5,
Volta,Bitters,Satchet,0.5,
Volta,Bitters,Single,8.0,
Volta,Bitters,Tot (25mls),0.875,
Volta,Bread,Loaf,1.0,
Volta,Bread,Piece,0.5,
Volta,Cabbage,Heap,,0.20000000298023224
Volta,Cabbage,Single,,2.0
Volta,Canned Fruits,Heap,7.5,
Volta,Canned Fruits,Packet,1.0,
Volta,Canned Fruits,Single,12.0,
Volta,Carrot,Bunch,4.0,
Volta,Carrot,Bundle,2.0,0.5
Volta,Carrot,Fingers,0.45,
Volta,Carrot,Heap,2.0,1.0
Volta,Carrot,Piece,0.5,
Volta,Carrot,Single,0.3333333333333333,0.65
Volta,Cassava (dough),American Tin (Olonka),,2.0
Volta,Cassava (dough),Balls,1.0,1.0
Volta,Cassava (dough),Bowl,5.0,5.0
Volta,Cassava (dough),Heap,2.0,5.0
Volta,Cassava (dough),Margarin tin,,1.0
Volta,Cassava (dough),Mini bag,,15.0
Volta,Cassava (dough),Other unit,,10.0
Volta,Cassava (dried),American Tin (Olonka),5.0,
Volta,Cassava (dried),Bowl,5.0,
Volta,Cassava (dried),Heap,2.0,
Volta,Cassava (dried),Margarin tin,4.0,
Volta,Cassava (fresh),Basket,5.5,10.0
Volta,Cassava (fresh),Bowl,7.0,7.0
Volta,Cassava (fresh),Fingers,0.7916666666666666,
Volta,Cassava (fresh),Heap,2.0,2.0
Volta,Cassava (fresh),Piece,2.0,
Volta,Cassava (fresh),Single,0.8333333333333334,
Volta,Cassava (fresh),Tubers,0.5,2.0
Volta,"Cassava (white, flour)",American Tin (Olonka),4.0,
Volta,"Cassava (white, flour)",Bowl,5.0,
Volta,"Cassava (white, flour)",Heap,0.5,
Volta,"Cassava (white, flour)",Margarin tin,2.0,
Volta,"Cassava (yellow, flour)",American Tin (Olonka),4.0,5.0
Volta,"Cassava (yellow, flour)",Balls,,1.25
Volta,"Cassava (yellow, flour)",Bowl,2.6,4.25
Volta,"Cassava (yellow, flour)",Heap,5.0,1.0
Volta,"Cassava (yellow, flour)",Margarin tin,1.5,1.0
Volta,"Cassava (yellow, flour)",Other unit,0.6,
Volta,Cerelac (Baby food),Bowl,12.0,
Volta,Cerelac (Baby food),Margarin tin,1.75,
Volta,Cerelac (Baby food),Other unit,1.5,
Volta,Cerelac (Baby food),Packet,1.5833333333333335,
Volta,Cerelac (Baby food),Satchet,1.0,
Volta,Cerelac (Baby food),Tin,10.0,
Volta,Chewing Gum,Box/Carton,1.6,
Volta,Chewing Gum,Fanta bottle,0.09999999999999999,
Volta,Chewing Gum,Packet,2.0,
Volta,Chewing Gum,Piece,0.1,
Volta,Chewing Gum,Satchet,0.35,
Volta,Chewing Gum,Single,0.1,
Volta,Chicken (breast),1000 kg /metric tonnes/tonnes,4.0,
Volta,Chicken (breast),Bundle,2.5,
Volta,Chicken (breast),Heap,4.0,
Volta,Chicken (breast),Kilogram,8.0,
Volta,Chicken (breast),Piece,3.0,
Volta,Chicken (breast),Pound,4.0,
Volta,Chicken (breast),Satchet,4.25,
Volta,Chicken (breast),Single,2.0,
Volta,Chicken (broiler),Box/Carton,90.0,
Volta,Chicken (broiler),Fingers,15.0,
Volta,Chicken (broiler),Heap,4.0,
Volta,Chicken (broiler),Kilogram,10.0,
Volta,Chicken (broiler),Piece,4.0,
Volta,Chicken (broiler),Pound,10.0,
Volta,Chicken (broiler),Single,15.0,
Volta,Chicken (frozen),1000 kg /metric tonnes/tonnes,5.0,
