,,,purchased_price,produced_price
Volta,Chicken (frozen),Bundle,3.0,
Volta,Chicken (frozen),Heap,5.0,
Volta,Chicken (frozen),Kilogram,4.0,
Volta,Chicken (frozen),Piece,3.0,
Volta,Chicken (frozen),Pound,3.5,
Volta,Chicken (frozen),Satchet,3.0,
Volta,Chicken (frozen),Single,2.0,
Volta,Chicken (gizzard),Heap,5.0,
Volta,Chicken (gizzard),Kilogram,10.5,
Volta,Chicken (gizzard),Packet,11.0,
Volta,Chicken (gizzard),Pound,10.5,
Volta,Chicken (gizzard),Satchet,11.0,
Volta,Chicken (gizzard),Single,2.0,
Volta,Chicken (live),Single,20.0,20.0
Volta,Chicken (thigh),1000 kg /metric tonnes/tonnes,5.9,
Volta,Chicken (thigh),Box/Carton,98.5,
Volta,Chicken (thigh),Bundle,5.0,
Volta,Chicken (thigh),Heap,5.0,
Volta,Chicken (thigh),Kilogram,10.0,
Volta,Chicken (thigh),Millilitre,7.0,
Volta,Chicken (thigh),Other unit,10.0,
Volta,Chicken (thigh),Packet,20.0,
Volta,Chicken (thigh),Piece,5.0,
Volta,Chicken (thigh),Pound,10.0,
Volta,Chicken (thigh),Satchet,5.0,
Volta,Chicken (thigh),Single,7.5,
Volta,Chicken (wing),Heap,5.0,
Volta,Chicken (wing),Kilogram,10.0,
Volta,Chicken (wing),Other unit,5.0,
Volta,Chicken (wing),Piece,5.0,
Volta,Chicken (wing),Pound,10.0,
Volta,Chicken (wing),Satchet,5.0,
Volta,Chicken (wing),Single,1.325,
Volta,Chilli Powder (black pepper),Balls,0.25,
Volta,Chilli Powder (black pepper),Bowl,6.0,
Volta,Chilli Powder (black pepper),Heap,1.0,
Volta,Chilli Powder (black pepper),Piece,0.5,
Volta,Chilli Powder (black pepper),Single,0.2,
Volta,Chocolate ,Box/Carton,5.0,
Volta,Cigarette,Packet,3.5,
Volta,Cigarette,Piece,0.2,
Volta,Cigarette,Single,0.2,
Volta,Cigarette,Stick,0.2,
Volta,Cocoa (milk powder beverages),American Tin (Olonka),0.7,
Volta,Cocoa (milk powder beverages),Balls,0.5,
Volta,Cocoa (milk powder beverages),Blister / Strip,9.5,
Volta,Cocoa (milk powder beverages),Bundle,0.2,
Volta,Cocoa (milk powder beverages),Gram,0.03,
Volta,Cocoa (milk powder beverages),Heap,1.0,
Volta,Cocoa (milk powder beverages),Other unit,0.2,
Volta,Cocoa (milk powder beverages),Packet,1.0,
Volta,Cocoa (milk powder beverages),Piece,0.5,
Volta,Cocoa (milk powder beverages),Satchet,1.0,
Volta,Cocoa (milk powder beverages),Set,1.2,
Volta,Cocoa (milk powder beverages),Single,1.0,
Volta,Cocoa (milk powder beverages),Tin,12.0,
Volta,Cocoa Powder,Gram,0.0325,
Volta,Cocoa Powder,Piece,0.2,
Volta,Cocoa Powder,Satchet,0.6,
Volta,Cocoa Powder,Tin,15.0,
Volta,Coconut (dried),Single,1.0,
Volta,Coconut (fresh),Balls,1.0,
Volta,Coconut (fresh),Bunch,2.0,
Volta,Coconut (fresh),Fingers,0.3333333333333333,
Volta,Coconut (fresh),Piece,2.0,
Volta,Coconut (fresh),Single,1.0,0.7
Volta,Cocoyam,Basket,,8.0
Volta,Cocoyam,Bowl,8.0,
Volta,Cocoyam,Heap,2.0,2.0
Volta,Cocoyam,Piece,2.0,
Volta,Cocoyam,Single,1.25,
Volta,Cocoyam,Tubers,1.25,
Volta,Cocoyam Leaves,Balls,2.0,
Volta,Cocoyam Leaves,Basket,10.0,
Volta,Cocoyam Leaves,Bunch,1.0,
Volta,Cocoyam Leaves,Bundle,0.5,
Volta,Cocoyam Leaves,Heap,1.0,
Volta,Cocoyam Leaves,Piece,1.0,
Volta,Cocoyam Leaves,Single,2.0,
Volta,Cocoyam Leaves,Tubers,2.0,
Volta,Coffee,Satchet,0.75,
Volta,Coffee,Tin,4.0,
Volta,Condiments,1000 kg /metric tonnes/tonnes,0.2,
Volta,Condiments,American Tin (Olonka),1.0,
Volta,Condiments,Balls,0.5,
Volta,Condiments,Bar,0.2,
Volta,Condiments,Beer bottle,0.5,
Volta,Condiments,Box/Carton,7.5,
Volta,Condiments,Gram,0.017,
Volta,Condiments,Heap,1.0,
Volta,Condiments,Maxi bag,0.19999999999999998,
Volta,Condiments,Millilitre,0.19999999999999998,
Volta,Condiments,Mini bag,0.16666666666666666,
Volta,Condiments,Other unit,0.125,
Volta,Condiments,Packet,7.0,
Volta,Condiments,Piece,0.16666666666666666,
Volta,Condiments,Pot,0.16666666666666666,
Volta,Condiments,Rolls,1.2,
Volta,Condiments,Satchet,0.5,
Volta,Condiments,Set,2.0,
Volta,Condiments,Single,0.16666666666666666,
Volta,Couscous,Bowl,10.0,
Volta,Couscous,Margarin tin,2.5,
Volta,Couscous,Satchet,6.5,
Volta,Cowpea,American Tin (Olonka),11.0,5.0
Volta,Cowpea,Balls,1.0,
Volta,Cowpea,Bowl,8.0,6.0
Volta,Cowpea,Bundle,1.0,
Volta,Cowpea,Heap,2.0,
Volta,Cowpea,Litres,12.0,
Volta,Cowpea,Margarin tin,2.0,2.0
Volta,Cowpea,Other unit,7.0,
Volta,Cowpea,Piece,0.75,
Volta,Cowpea,Satchet,3.0,
Volta,Cowpea,Tin,2.0,
Volta,Crab,Bowl,3.0,
Volta,Crab,Heap,2.0,
Volta,Crab,Single,0.2857142857142857,
Volta,Curry Power,Balls,0.5,
Volta,Curry Power,Heap,0.5,
Volta,Curry Power,Packet,1.0,
Volta,Curry Power,Piece,0.5,
Volta,Curry Power,Satchet,0.5,
Volta,Curry Power,Set,0.1,
Volta,Curry Power,Single,0.35,
Volta,Dawadawa,Balls,0.3333333333333333,1.0
Volta,Dawadawa,Heap,1.0,
Volta,Dawadawa,Piece,0.4,
Volta,Dawadawa,Single,0.35,
Volta,Eggplant,American Tin (Olonka),4.0,
Volta,Eggplant,Balls,0.14285714285714285,
Volta,Eggplant,Basket,6.5,
Volta,Eggplant,Beer bottle,1.0,
Volta,Eggplant,Bowl,1.5,1.5
Volta,Eggplant,Bunch,0.5,
Volta,Eggplant,Heap,1.0,1.0
Volta,Eggplant,Margarin tin,1.0,
Volta,Eggplant,Piece,1.0,
Volta,Eggplant,Pound,0.5,
Volta,Eggplant,Satchet,1.0,
Volta,Eggplant,Single,0.16666666666666666,
Volta,Eggplant Leaf,Bowl,,1.0
Volta,Eggplant Leaf,Heap,,1.0
Volta,Eggs,Crate,17.0,
Volta,Eggs,Dozen,8.0,
Volta,Eggs,Heap,0.5,
Volta,Eggs,Piece,0.6,
Volta,Eggs,Single,0.6666666666666666,0.8
Volta,Fish (canned),Heap,3.0,
Volta,Fish (canned),Millilitre,2.6,
Volta,Fish (canned),Other unit,2.0,
Volta,Fish (canned),Piece,2.5,
Volta,Fish (canned),Satchet,2.5,
Volta,Fish (canned),Single,2.6,
Volta,Fish (canned),Tin,2.5,
Volta,Fish (dried),American Tin (Olonka),12.0,
Volta,Fish (dried),Bowl,3.5,
Volta,Fish (dried),Heap,2.0,
Volta,Fish (dried),Piece,1.0,
Volta,Fish (dried),Satchet,1.0,
Volta,Fish (dried),Single,2.0,
Volta,Fish (fried),Basket,20.0,
Volta,Fish (fried),Bowl,5.0,
Volta,Fish (fried),Bundle,1.0,
Volta,Fish (fried),Heap,1.0,
Volta,Fish (fried),Margarin tin,2.0,
Volta,Fish (fried),Other unit,1.0,
Volta,Fish (fried),Piece,1.0,
Volta,Fish (fried),Satchet,1.0,
Volta,Fish (fried),Single,1.0,
Volta,Fish (salted),Heap,1.5833333333333335,
Volta,Fish (salted),Millilitre,1.0,
Volta,Fish (salted),Piece,0.5,
Volta,Fish (salted),Single,1.0,
Volta,"Fish (smoked, river)",American Tin (Olonka),15.0,
Volta,"Fish (smoked, river)",Basket,65.0,
Volta,"Fish (smoked, river)",Beer bottle,5.0,
Volta,"Fish (smoked, river)",Bowl,10.0,
Volta,"Fish (smoked, river)",Box/Carton,1.0,
Volta,"Fish (smoked, river)",Fingers,1.875,
Volta,"Fish (smoked, river)",Heap,5.0,
Volta,"Fish (smoked, river)",Margarin tin,2.0,
Volta,"Fish (smoked, river)",Piece,5.0,
Volta,"Fish (smoked, river)",Pound,2.0,
Volta,"Fish (smoked, river)",Satchet,5.0,
Volta,"Fish (smoked, river)",Single,4.0,
Volta,"Fish (smoked, sea)",American Tin (Olonka),6.0,
Volta,"Fish (smoked, sea)",Basket,25.0,
Volta,"Fish (smoked, sea)",Bowl,5.0,
Volta,"Fish (smoked, sea)",Heap,5.0,
Volta,"Fish (smoked, sea)",Piece,5.0,
Volta,"Fish (smoked, sea)",Satchet,2.0,
Volta,"Fish (smoked, sea)",Single,5.0,
Volta,Garlic,American Tin (Olonka),0.45,
Volta,Garlic,Balls,1.0,
Volta,Garlic,Beer bottle,0.2,
Volta,Garlic,Bundle,4.0,
Volta,Garlic,Heap,0.5,
Volta,Garlic,Log,1.0,
Volta,Garlic,Other unit,1.0,
Volta,Garlic,Packet,1.0,
Volta,Garlic,Piece,0.5,
Volta,Garlic,Satchet,0.5,
Volta,Garlic,Single,0.5,
Volta,Gin,Beer bottle,8.0,
Volta,Gin,Gram,0.01,
Volta,Gin,Millilitre,0.01,
Volta,Gin,Other unit,5.0,
Volta,Gin,Satchet,0.5,
Volta,Gin,Single,10.0,
Volta,Gin,Tot (25mls),0.5,
Volta,Ginger,American Tin (Olonka),5.0,
Volta,Ginger,Balls,1.0,
Volta,Ginger,Bowl,3.0,
Volta,Ginger,Bundle,1.0,
Volta,Ginger,Fingers,0.5,
Volta,Ginger,Heap,1.0,
Volta,Ginger,Kilogram,2.5,
Volta,Ginger,Margarin tin,1.0,
Volta,Ginger,Other unit,0.5,
Volta,Ginger,Piece,0.2,
Volta,Ginger,Satchet,1.0,
Volta,Ginger,Single,0.2,
Volta,Goat,1000 kg /metric tonnes/tonnes,10.0,
Volta,Goat,Heap,5.0,
Volta,Goat,Kilogram,10.0,
Volta,Goat,Piece,3.0,
Volta,Goat,Pound,10.0,150.0
Volta,Goat,Satchet,0.17142857142857143,
Volta,Goat,Single,120.0,150.0
Volta,Grape,Heap,1.0,
Volta,Groundnut,American Tin (Olonka),7.0,3.0
Volta,Groundnut,Balls,1.0,
Volta,Groundnut,Bowl,4.0,4.0
Volta,Groundnut,Bundle,1.0,
Volta,Groundnut,Heap,1.0,1.0
Volta,Groundnut,Kilogram,12.0,
Volta,Groundnut,Margarin tin,2.0,2.0
Volta,Groundnut,Other unit,1.5,
Volta,Groundnut,Piece,1.0,
Volta,Groundnut,Satchet,1.0,
Volta,Groundnut,Set,2.0,
Volta,Groundnut,Single,1.0,
Volta,Groundnut,Tin,3.0,
Volta,Guinea corn/sorghum,American Tin (Olonka),8.0,8.0
Volta,Guinea corn/sorghum,Bowl,4.5,5.5
Volta,Guinea corn/sorghum,Margarin tin,4.0,
Volta,Guinea corn/sorghum,Maxi bag,7.0,
Volta,Guineafowl,Single,20.0,25.0
Volta,Herring (smoked),American Tin (Olonka),17.5,
Volta,Herring (smoked),Basket,30.0,
Volta,Herring (smoked),Bowl,6.0,
Volta,Herring (smoked),Fingers,1.2,
Volta,Herring (smoked),Heap,5.0,
Volta,Herring (smoked),Margarin tin,4.0,
Volta,Herring (smoked),Millilitre,5.0,
Volta,Herring (smoked),Packet,2.0,
Volta,Herring (smoked),Piece,2.0,
Volta,Herring (smoked),Pound,3.5,
Volta,Herring (smoked),Satchet,2.0,
Volta,Herring (smoked),Single,1.6666666666666667,
Volta,Honey,Beer bottle,10.0,
Volta,Honey,Fanta bottle,13.0,
Volta,Honey,Heap,3.0,
Volta,Honey,Litres,14.0,
Volta,Honey,Millilitre,0.03,
Volta,Honey,Other unit,20.0,
Volta,Honey,Single,0.2,
Volta,Ice Cream,Box/Carton,35.0,
Volta,Ice Cream,Piece,0.5,
Volta,Ice Cream,Satchet,1.0,
Volta,Ice Cream,Single,1.0,
Volta,Instant Noodle,Packet,1.2,
Volta,Instant Noodle,Satchet,1.0,
Volta,Instant Noodle,Single,1.0,
Volta,Juice,Balls,0.5,
Volta,Juice,Box/Carton,13.0,
Volta,Juice,Crate,24.0,
Volta,Juice,Fanta bottle,1.0,
Volta,Juice,Litres,7.5,
Volta,Juice,Millilitre,0.002,
Volta,Juice,Other unit,1.0,
Volta,Juice,Packet,8.0,
Volta,Juice,Piece,0.2,
Volta,Juice,Satchet,0.2,
Volta,Juice,Single,1.0,
Volta,Juice,Tin,7.0,
Volta,Jute Leaf,Bowl,,0.5
Volta,Jute Leaf,Bunch,,66.0
Volta,Jute Leaf,Bundle,,1.0
Volta,Jute Leaf,Heap,,0.5
Volta,Kapla,1000 kg /metric tonnes/tonnes,1.6666666666666667,
Volta,Kapla,Bowl,5.0,
Volta,Kapla,Box/Carton,180.0,
Volta,Kapla,Heap,5.0,
Volta,Kapla,Kilogram,10.0,
Volta,Kapla,Other unit,85.0,
Volta,Kapla,Piece,4.0,
Volta,Kapla,Pound,10.0,
Volta,Kapla,Single,4.0,
Volta,Lime,Heap,2.0,
Volta,Lime,Piece,0.4666666666666667,
Volta,Lime,Single,0.20833333333333331,
Volta,Macaroni,Packet,2.5,
Volta,Macaroni,Satchet,2.5,
Volta,Macaroni,Single,2.5,
Volta,Mackerel (processed),Heap,2.0,
Volta,Mackerel (processed),Piece,4.0,
Volta,Mackerel (processed),Single,3.0,
Volta,Mackerel (processed),Tin,3.75,
Volta,Maize (cob),American Tin (Olonka),,2.5
Volta,Maize (cob),Bowl,,2.0
Volta,Maize (cob),Margarin tin,,1.0
Volta,Maize (cob),Single,,0.5
Volta,Maize (flour/dough),American Tin (Olonka),,1.0
Volta,Maize (flour/dough),Balls,1.0,1.0
Volta,Maize (flour/dough),Bowl,5.0,5.0
Volta,Maize (flour/dough),Heap,1.0,
Volta,Maize (flour/dough),Margarin tin,1.0,1.0
Volta,Maize (grain),American Tin (Olonka),4.0,
Volta,Maize (grain),Bowl,4.5,
Volta,Maize (grain),Bucket,4.214285714285714,
Volta,Maizena,Single,5.0,
Volta,Malt Drinks (bottle),Box/Carton,45.0,
Volta,Malt Drinks (bottle),Crate,55.0,
Volta,Malt Drinks (bottle),Fanta bottle,3.0,
Volta,Malt Drinks (bottle),Litres,3.0,
Volta,Malt Drinks (bottle),Loaf,3.0,
Volta,Malt Drinks (bottle),Millilitre,0.012121212121212121,
Volta,Malt Drinks (bottle),Other unit,3.0,
Volta,Malt Drinks (bottle),Packet,24.5,
Volta,Malt Drinks (bottle),Piece,2.25,
Volta,Malt Drinks (bottle),Single,3.0,
Volta,Malt Drinks (bottle),Tin,2.5,
Volta,Malt Drinks (canned),Crate,45.0,
Volta,Malt Drinks (canned),Fanta bottle,3.0,
Volta,Malt Drinks (canned),Litres,3.0,
Volta,Malt Drinks (canned),Millilitre,0.010606060606060607,
Volta,Malt Drinks (canned),Other unit,2.75,
Volta,Malt Drinks (canned),Packet,17.0,
Volta,Malt Drinks (canned),Piece,2.5,
Volta,Malt Drinks (canned),Ream,3.0,
Volta,Malt Drinks (canned),Single,3.0,
Volta,Malt Drinks (canned),Tin,3.0,
Volta,Mango,Balls,0.1,
Volta,Mango,Bowl,5.0,5.0
Volta,Mango,Heap,1.0,1.0
Volta,Mango,Piece,0.25,
Volta,Mango,Single,1.5,1.0
Volta,Margarine,Beer bottle,5.0,
Volta,Margarine,Bowl,4.0,
Volta,Margarine,Fanta bottle,1.0,
Volta,Margarine,Gram,0.1,
Volta,Margarine,Piece,1.05,
Volta,Margarine,Satchet,0.95,
Volta,Margarine,Single,3.5,
Volta,Margarine,Tin,3.0,
Volta,Milk (evaporated),Box/Carton,38.0,
Volta,Milk (evaporated),Gram,0.075,
Volta,Milk (evaporated),Millilitre,3.0,
Volta,Milk (evaporated),Packet,1.0,
Volta,Milk (evaporated),Piece,2.5,
Volta,Milk (evaporated),Satchet,0.75,
Volta,Milk (evaporated),Single,3.0,
Volta,Milk (evaporated),Tin,2.5,
Volta,Milk (fresh),Beer bottle,4.0,
Volta,Milk (fresh),Bowl,5.0,
Volta,Milk (fresh),Fanta bottle,1.25,
Volta,Milk (fresh),Litres,2.0,3.0
Volta,Milk (fresh),Piece,1.0,
Volta,Milk (fresh),Tin,3.0,
Volta,Milk (powdered),Gram,0.015,
Volta,Milk (powdered),Heap,0.30000000000000004,
Volta,Milk (powdered),Other unit,0.5,
Volta,Milk (powdered),Packet,2.2,
Volta,Milk (powdered),Piece,0.2,
Volta,Milk (powdered),Satchet,1.0,
Volta,Milk (powdered),Single,0.2,
Volta,Milk (powdered),Tin,16.5,
Volta,"Milk (tinned, condensed)",Single,2.0,
Volta,"Milk (tinned, condensed)",Tin,8.0,
Volta,Millet,Bowl,5.0,5.0
Volta,Millet,Kilogram,0.6666666666666666,
Volta,Millet (flour),Bowl,3.0,5.5
Volta,Oil (coconut),Balls,2.0,
Volta,Oil (coconut),Beer bottle,5.5,7.0
Volta,Oil (coconut),Bundle,1.0,
Volta,Oil (coconut),Fanta bottle,3.0,3.0
Volta,Oil (coconut),Heap,0.5,
Volta,Oil (coconut),Litres,8.0,7.0
Volta,Oil (coconut),Other unit,1.0,
Volta,Oil (coconut),Piece,1.0,
Volta,Oil (coconut),Satchet,1.0,
Volta,Oil (groundnut),Beer bottle,6.5,
Volta,Oil (groundnut),Fanta bottle,3.0,3.0
Volta,Oil (groundnut),Heap,1.0833333333333335,
Volta,Oil (groundnut),Litres,6.0,
Volta,Oil (groundnut),Millilitre,0.006,
Volta,Oil (groundnut),Other unit,1.0,
Volta,Oil (groundnut),Piece,1.0,
Volta,Oil (groundnut),Satchet,1.0,
Volta,Oil (groundnut),Single,2.25,
Volta,Oil (groundnut),Tot (25mls),0.6,
Volta,Oil (palm kernel),Balls,1.0,
Volta,Oil (palm kernel),Beer bottle,4.75,5.0
Volta,Oil (palm kernel),Fanta bottle,3.0,1.75
Volta,Oil (palm kernel),Heap,2.0,
Volta,Oil (palm kernel),Litres,10.0,
Volta,Oil (palm kernel),Piece,1.0,
Volta,Oil (palm kernel),Satchet,1.0,
Volta,Oil (palm kernel),Single,1.0,
Volta,Oil (palm),Balls,2.0,
Volta,Oil (palm),Beer bottle,6.0,4.0
Volta,Oil (palm),Bowl,7.25,
Volta,Oil (palm),Bundle,0.5,
Volta,Oil (palm),Fanta bottle,3.0,2.5
Volta,Oil (palm),Heap,1.0,1.5
Volta,Oil (palm),Litres,3.0,5.5
Volta,Oil (palm),Loaf,4.0,
Volta,Oil (palm),Margarin tin,1.5,
Volta,Oil (palm),Millilitre,0.007,
Volta,Oil (palm),Other unit,1.0,
Volta,Oil (palm),Packet,1.0,
Volta,Oil (palm),Piece,1.0,
Volta,Oil (palm),Satchet,1.0,
Volta,Oil (palm),Single,2.0,
Volta,Oil (palm),Tin,1.0,
Volta,Oil (palm),Tot (25mls),0.5,
Volta,Oil (vegetable),Balls,2.0,
Volta,Oil (vegetable),Beer bottle,5.0,
Volta,Oil (vegetable),Box/Carton,17.0,
Volta,Oil (vegetable),Bundle,1.0,
Volta,Oil (vegetable),Fanta bottle,3.0,
Volta,Oil (vegetable),Gram,0.03,
Volta,Oil (vegetable),Heap,1.0,
Volta,Oil (vegetable),Kilogram,50.0,
Volta,Oil (vegetable),Litres,7.0,
Volta,Oil (vegetable),Loaf,11.0,
Volta,Oil (vegetable),Millilitre,0.007,
Volta,Oil (vegetable),Other unit,4.0,
Volta,Oil (vegetable),Packet,1.0,
Volta,Oil (vegetable),Piece,1.0,
Volta,Oil (vegetable),Satchet,1.0,
Volta,Oil (vegetable),Single,4.0,
Volta,Oil (vegetable),Tin,1.0,
Volta,Oil (vegetable),Tot (25mls),0.6,
Volta,Okra,American Tin (Olonka),5.5,
Volta,Okra,Balls,1.0,
Volta,Okra,Basket,11.25,
Volta,Okra,Beer bottle,1.0,
Volta,Okra,Bowl,2.0,3.0
Volta,Okra,Bucket,8.0,
Volta,Okra,Bunch,0.5,
Volta,Okra,Fanta bottle,0.1111111111111111,
Volta,Okra,Fingers,0.06666666666666667,
Volta,Okra,Heap,1.0,1.0
Volta,Okra,Margarin tin,1.0,
Volta,Okra,Millilitre,0.09166666666666667,
Volta,Okra,Other unit,15.0,
Volta,Okra,Piece,1.0,
Volta,Okra,Single,0.1,
Volta,Onion,American Tin (Olonka),4.0,
Volta,Onion,Balls,0.25,
Volta,Onion,Basket,10.0,
Volta,Onion,Beer bottle,1.6666666666666667,
Volta,Onion,Bowl,5.0,0.5
Volta,Onion,Bundle,1.0,
Volta,Onion,Heap,1.0,1.0
Volta,Onion,Maxi bag,0.5,
Volta,Onion,Millilitre,0.125,
Volta,Onion,Other unit,14.0,
Volta,Onion,Piece,1.0,
Volta,Onion,Satchet,1.0,
Volta,Onion,Single,0.25,0.5
Volta,Onion,Tubers,1.0,
Volta,Orange,Balls,0.3,
Volta,Orange,Bowl,1.5,
Volta,Orange,Fingers,0.29166666666666663,
Volta,Orange,Heap,2.0,
Volta,Orange,Piece,0.25,
Volta,Orange,Single,0.3333333333333333,0.20000000298023224
Volta,Other Alchoholic Beverage,Beer bottle,,6.0
Volta,Other Alchoholic Beverage,Tot (25mls),,0.20000000298023224
Volta,Other Beverage,Fanta bottle,,0.5
Volta,Other Beverage,Gram,0.022222222222222223,
Volta,Other Beverage,Heap,0.5,
Volta,Other Beverage,Packet,8.0,
Volta,Other Beverage,Piece,0.2,
Volta,Other Beverage,Satchet,1.0,
Volta,Other Beverage,Set,1.0,
Volta,Other Beverage,Single,0.5166666666666667,
Volta,Other Beverage,Tot (25mls),,0.8
Volta,Other Cereal,Kilogram,6.5,
Volta,Other Cereal,Margarin tin,3.0,
Volta,Other Cereal,Packet,2.7,
Volta,Other Cereal,Single,3.0,
Volta,Other Domestic Poultry,Single,,30.0
Volta,Other Fish,American Tin (Olonka),,1.0
Volta,Other Fish,Bowl,10.0,12.0
Volta,Other Fish,Bundle,2.0,
Volta,Other Fish,Heap,3.45,5.0
Volta,Other Fish,Pound,10.0,
Volta,Other Fish,Satchet,1.0,
Volta,Other Fish,Single,5.0,2.0
Volta,Other Flours,American Tin (Olonka),,3.5
Volta,Other Flours,Margarin tin,,1.0
Volta,Other Fruits,Bowl,7.0,
Volta,Other Fruits,Bundle,1.0,
Volta,Other Fruits,Heap,1.0,
Volta,Other Fruits,Other unit,1.0,
Volta,Other Fruits,Single,1.0,1.0
Volta,Other Fruits,Stick,0.75,
Volta,Other Leafy Vegetable,Bowl,,3.0
Volta,Other Leafy Vegetable,Bunch,,2.0
Volta,Other Leafy Vegetable,Bundle,,2.5
Volta,Other Leafy Vegetable,Heap,,1.0
Volta,Other Meat,Bundle,4.5,
Volta,Other Meat,Heap,15.0,
Volta,Other Meat,Kilogram,14.0,
Volta,Other Meat,Piece,10.0,
Volta,Other Meat,Single,10.0,20.0
Volta,Other Milk Products,Packet,1.0,
Volta,Other Milk Products,Piece,1.0,
Volta,Other Milk Products,Satchet,1.0,
Volta,Other Milk Products,Single,1.0,
Volta,Other Nut/Seed,Bowl,,4.0
Volta,Other Nut/Seed,Heap,,0.75
Volta,Other Oils,Beer bottle,9.0,
Volta,Other Oils,Litres,9.0,
Volta,Other Oils,Other unit,25.0,
Volta,Other Oils,Piece,1.0,
Volta,Other Oils,Single,3.0,
Volta,Other Pulses,Heap,,1.0
Volta,Other Spices,Balls,0.2,
Volta,Other Spices,Heap,0.75,
Volta,Other Spices,Margarin tin,9.0,
Volta,Other Spices,Other unit,1.0,
Volta,Other Spices,Piece,0.5,
Volta,Other Spices,Satchet,0.5,
Volta,Other Spices,Single,1.0,
Volta,Other Spices,Tin,5.0,
Volta,Other Spirits,Beer bottle,10.0,
Volta,Other Spirits,Litres,5.0,
Volta,Other Spirits,Other unit,4.5,
Volta,Other Spirits,Satchet,0.8,
Volta,Other Spirits,Single,5.0,
Volta,Other Tobacco,Heap,0.2,
Volta,Other Tobacco,Other unit,1.0,
Volta,Other Tobacco,Rolls,1.0,
Volta,Other Tubers ,Bowl,2.5,
Volta,Other Tubers ,Heap,12.5,4.0
Volta,Other Tubers ,Tubers,,3.5
Volta,Other Vegetable,American Tin (Olonka),5.5,
Volta,Other Vegetable,Balls,2.0,
Volta,Other Vegetable,Bowl,5.0,
Volta,Other Vegetable,Bundle,0.5,
Volta,Other Vegetable,Fingers,0.4,
Volta,Other Vegetable,Heap,1.0,1.0
Volta,Other Vegetable,Other unit,1.0,
Volta,Other Vegetable,Piece,1.0,
Volta,Other Vegetable,Satchet,0.6666666666666666,
Volta,Other Vegetable,Single,2.0,
Volta,Palm Nut,American Tin (Olonka),3.0,3.0
Volta,Palm Nut,Balls,4.0,
Volta,Palm Nut,Bowl,3.0,3.0
Volta,Palm Nut,Heap,1.0,1.0
Volta,Palm Nut,Margarin tin,1.0,
Volta,Palm Nut,Piece,1.0,
Volta,Palm Nut,Satchet,0.6,
Volta,Palm Nut,Single,0.5,
Volta,Palm Nut,Tin,1.5,
Volta,Pawpaw,Balls,1.0,
Volta,Pawpaw,Heap,2.0,
Volta,Pawpaw,Piece,1.0,
Volta,Pawpaw,Single,1.0,1.0
Volta,"Pepper (dried, red)",American Tin (Olonka),6.0,
Volta,"Pepper (dried, red)",Bowl,8.75,
Volta,"Pepper (dried, red)",Bunch,1.0,
Volta,"Pepper (dried, red)",Heap,1.0,
Volta,"Pepper (dried, red)",Margarin tin,4.5,
Volta,"Pepper (dried, red)",Piece,1.0,
Volta,"Pepper (dried, red)",Satchet,0.5,
Volta,"Pepper (dried, red)",Single,1.0,
Volta,"Pepper (dried, red)",Tin,1.5,
Volta,Pepper (fresh),American Tin (Olonka),9.0,
Volta,Pepper (fresh),Balls,0.75,
Volta,Pepper (fresh),Bowl,4.0,3.0
Volta,Pepper (fresh),Bunch,0.5,
Volta,Pepper (fresh),Heap,1.0,1.0
Volta,Pepper (fresh),Margarin tin,0.725,1.0
Volta,Pepper (fresh),Other unit,6.5,
Volta,Pepper (fresh),Piece,1.0,
Volta,Pepper (fresh),Rolls,1.5,
Volta,Pepper (fresh),Satchet,0.5,
Volta,Pepper (fresh),Single,0.5,
Volta,Pepper (powder),American Tin (Olonka),5.0,
Volta,Pepper (powder),Balls,1.0,
Volta,Pepper (powder),Basket,0.5,
Volta,Pepper (powder),Beer bottle,0.5,
Volta,Pepper (powder),Bowl,5.0,
Volta,Pepper (powder),Bundle,0.5,
Volta,Pepper (powder),Heap,1.0,
Volta,Pepper (powder),Margarin tin,7.0,
Volta,Pepper (powder),Other unit,0.5,
Volta,Pepper (powder),Piece,0.5,
Volta,Pepper (powder),Pot,0.2,
Volta,Pepper (powder),Satchet,0.5,
Volta,Pepper (powder),Single,1.0,
Volta,Pepper (powder),Tin,2.0,
Volta,Pineapple,Balls,2.0,
Volta,Pineapple,Heap,3.0,
Volta,Pineapple,Piece,0.6666666666666666,
Volta,Pineapple,Single,2.0,2.0
Volta,Plantain,Bunch,5.0,4.0
Volta,Plantain,Bundle,4.0,1.0
Volta,Plantain,Fingers,0.5,2.0
Volta,Plantain,Heap,2.0,2.0
Volta,Plantain,Litres,0.6666666666666666,
Volta,Plantain,Other unit,6.5,
Volta,Plantain,Piece,0.3333333333333333,
Volta,Plantain,Satchet,2.0,
Volta,Plantain,Single,0.8166666666666667,3.5
Volta,Plantain,Tubers,0.625,
Volta,Pork,1000 kg /metric tonnes/tonnes,10.0,
Volta,Pork,Bundle,4.0,
Volta,Pork,Heap,5.0,
Volta,Pork,Kilogram,10.0,
Volta,Pork,Piece,5.0,
Volta,Pork,Pound,10.0,
Volta,Pork,Satchet,4.5,
Volta,Pork,Single,5.0,150.0
Volta,Pork (feet),Heap,5.0,
Volta,Pork (feet),Kilogram,15.0,
Volta,Pork (feet),Single,11.0,
Volta,Potato ,American Tin (Olonka),5.0,
Volta,Potato ,Balls,0.25,
