t,j,u,geo_level,geo,lp_unit_value,n_unit_value,lp_own_consumption_valuation,n_own_consumption_valuation,lp_crop_sale_price,n_crop_sale_price,gap_1_3,gap_1_4,gap_3_4,position
2019-20,Millet,Kg,Region,Western,7.824046010856292,57,7.824046010856292,83,7.568633198973297,6,0.0,0.25541281188299525,0.25541281188299525,1.0
2019-20,Rice,Kg,Region,Eastern,8.006367567650246,264,7.843656367432933,18,7.675010431695804,27,0.16271120021731278,0.33135713595444205,0.16864593573712927,0.5089551949782553
2019-20,Sim Sim,Kg,Region,Northern,8.517193191416238,37,8.517193191416238,23,8.1886891244442,25,0.0,0.3285040669720374,0.3285040669720374,1.0
2019-20,Sweet Bananas,Bunch (Small),Region,Central,6.907755278982137,10,7.600902459542082,39,7.9152067892532685,6,-0.6931471805599454,-1.0074515102711317,-0.31430432971118627,0.31197961043961187
2009-10,Beans,Cup/Mug(0.5lt),national,all,6.437751671496828,352,6.214608098422191,529,5.991464547107982,9,0.22314357307463695,0.44628712438884666,0.2231435513142097,0.4999999756205971
2009-10,Beans,Kg,national,all,7.313220387090301,604,6.907755278982137,356,6.907755278982137,272,0.4054651081081646,0.4054651081081646,0.0,0.0
2009-10,Cabbages,Number of Units (General),national,all,6.214608098422191,537,5.703782474656201,31,5.823228428797375,10,0.5108256237659905,0.39137966962481663,-0.11944595414117387,-0.30519202557372704
2009-10,Cassava,Heap (unspecified),national,all,6.907755278982137,396,6.907755278982137,766,6.907755278982137,15,0.0,0.0,0.0,
2009-10,Dodo,Bundle (Unspecified),national,all,5.298317366548036,124,5.298317366548036,519,6.214608098422191,9,0.0,-0.9162907318741551,-0.9162907318741551,1.0
2009-10,Ground Nuts,Cup/Mug(0.5lt),national,all,6.907755278982137,100,6.907755278982137,129,6.907755278982137,6,0.0,0.0,0.0,
2009-10,Ground Nuts,Kg,national,all,7.919190874077858,474,7.696212639346407,114,7.24422751560335,35,0.22297823473145062,0.6749633584745078,0.4519851237430572,0.6696439415090529
2009-10,Maize,Kg,national,all,7.090076835776092,950,6.907755278982137,335,5.991464547107982,346,0.1823215567939549,1.09861228866811,0.9162907318741551,0.8340437671464696
2009-10,Matoke,Bunch (Big),national,all,8.227283943789766,158,8.517193191416238,132,8.517193191416238,236,-0.28990924762647197,-0.28990924762647197,0.0,-0.0
