pair,u,j,n_cells,median_gap,ratio,in_30_50
unit_value_vs_community_price,Kubaya/Cup Small,Wheat,2,0.17579937910336152,1.1921988546536195,False
unit_value_vs_community_price,Kubaya/Cup Small,Barley,1,0.0,1.0,False
unit_value_vs_community_price,Kubaya/Cup Small,Field Pea,1,-0.18466303074614565,0.831384387633061,False
unit_value_vs_community_price,Kubaya/Cup Small,Niger Seed,1,-0.9457109818856217,0.3884033249820898,False
unit_value_vs_community_price,Kubaya/Cup Small,Oils,1,-0.13353139262452274,0.8749999999999999,False
unit_value_vs_community_price,Kubaya/Cup Small,Sorghum,1,0.16425203348601802,1.1785113019775793,False
unit_value_vs_community_price,Kubaya/Cup Small,Teff,1,-0.05725669339438033,0.944351629426243,False
unit_value_vs_community_price,Kunna/Mishe/Kefer/Enkib Medium,Maize,1,0.030771658666753687,1.03125,False
unit_value_vs_community_price,Liter,Oils,116,0.0,1.0,False
unit_value_vs_community_price,Liter,Milk,32,-0.020410997260127628,0.9797958971132712,False
unit_value_vs_community_price,Liter,Soda,2,3.198464827608073,24.49489742783178,False
unit_value_vs_community_price,Liter,Beer,1,6.396929655216146,600.0,False
unit_value_vs_community_price,Liter,Butter/ghee,1,-0.6505682763897918,0.521749194749951,False
unit_value_vs_community_price,Liter,Cheese,1,0.47855636319720496,1.6137430609197567,False
unit_value_vs_community_price,Liter,Eggs,1,1.9740810260220096,7.2,False
unit_value_vs_community_price,Liter,Tea,1,3.6888794541139363,40.0,False
unit_value_vs_community_price,Litres,Oils,612,0.0,1.0,False
unit_value_vs_community_price,Litres,Milk,79,0.0,1.0,False
unit_value_vs_community_price,Litres,Soda,4,6.0503560649361745,424.26406871192887,False
unit_value_vs_community_price,Litres,Beer,2,-0.6213563163209332,0.5372153093502535,False
unit_value_vs_community_price,Litres,Butter/ghee,1,0.2231435513142097,1.25,False
unit_value_vs_community_price,Litres,Coffee,1,-1.700598690831078,0.18257418583505533,False
unit_value_vs_community_price,Litres,Tea,1,-1.2079568891505243,0.29880715233359845,False
unit_value_vs_community_price,Medeb Large,Kariya,6,0.0,1.0,False
unit_value_vs_community_price,Medeb Large,Leafy Greens,3,0.6931471805599456,2.0000000000000004,False
unit_value_vs_community_price,Medeb Large,Tomato,3,0.693147180559945,1.9999999999999993,False
unit_value_vs_community_price,Medeb Large,Berbere,2,-0.3465735902799725,0.7071067811865477,False
unit_value_vs_community_price,Medeb Large,Godere,2,-0.17328679513998635,0.8408964152537145,False
unit_value_vs_community_price,Medeb Large,Kocho,2,2.1081129907402865,8.232691452898607,False
unit_value_vs_community_price,Medeb Large,Potato,2,0.0,1.0,False
unit_value_vs_community_price,Medeb Large,Sweet potato,2,0.3465735902799727,1.4142135623730951,True
unit_value_vs_community_price,Medeb Large,Banana,1,0.693147180559945,1.9999999999999993,False
unit_value_vs_community_price,Medeb Large,Maize,1,1.791759469228055,6.0,False
unit_value_vs_community_price,Medeb Large,Onion,1,-1.6094379124341,0.20000000000000007,False
